breakfast,00:00,168575
brunch,00:00,17243
coffee,00:00,310313
dinner,00:00,304332
lunch,00:00,165859
breakfast,00:15,156342
brunch,00:15,15716
coffee,00:15,282932
dinner,00:15,272837
lunch,00:15,148388
breakfast,00:30,148559
brunch,00:30,14819
coffee,00:30,269055
dinner,00:30,253683
lunch,00:30,137914
breakfast,00:45,140911
brunch,00:45,13577
coffee,00:45,249181
dinner,00:45,229008
lunch,00:45,126132
breakfast,01:00,137927
brunch,01:00,13125
coffee,01:00,245233
dinner,01:00,212969
lunch,01:00,119139
breakfast,01:15,125546
brunch,01:15,11832
coffee,01:15,222273
dinner,01:15,188259
lunch,01:15,105931
breakfast,01:30,118079
brunch,01:30,11366
coffee,01:30,211013
dinner,01:30,174165
lunch,01:30,97612
breakfast,01:45,109122
brunch,01:45,9947
coffee,01:45,196923
dinner,01:45,157005
lunch,01:45,89973
breakfast,02:00,106847
brunch,02:00,10389
coffee,02:00,194627
dinner,02:00,148679
lunch,02:00,87140
breakfast,02:15,97633
brunch,02:15,8901
coffee,02:15,176518
dinner,02:15,134761
lunch,02:15,78728
breakfast,02:30,93657
brunch,02:30,8555
coffee,02:30,173660
dinner,02:30,128364
lunch,02:30,74314
breakfast,02:45,88873
brunch,02:45,7972
coffee,02:45,162116
dinner,02:45,121079
lunch,02:45,69657
breakfast,03:00,94072
brunch,03:00,8396
coffee,03:00,167456
dinner,03:00,120160
lunch,03:00,71098
breakfast,03:15,87389
brunch,03:15,7478
coffee,03:15,156017
dinner,03:15,114487
lunch,03:15,64774
breakfast,03:30,86845
brunch,03:30,7218
coffee,03:30,156497
dinner,03:30,116495
lunch,03:30,64269
breakfast,03:45,83275
brunch,03:45,6989
coffee,03:45,151777
dinner,03:45,118469
lunch,03:45,62590
breakfast,04:00,92344
brunch,04:00,7770
coffee,04:00,160924
dinner,04:00,123734
lunch,04:00,66644
breakfast,04:15,89205
brunch,04:15,7339
coffee,04:15,154151
dinner,04:15,121379
lunch,04:15,63362
breakfast,04:30,93460
brunch,04:30,7137
coffee,04:30,162762
dinner,04:30,123618
lunch,04:30,65496
breakfast,04:45,96130
brunch,04:45,7258
coffee,04:45,164964
dinner,04:45,121780
lunch,04:45,64293
breakfast,05:00,109498
brunch,05:00,9136
coffee,05:00,184309
dinner,05:00,126954
lunch,05:00,71448
breakfast,05:15,112465
brunch,05:15,7657
coffee,05:15,182345
dinner,05:15,123214
lunch,05:15,68350
breakfast,05:30,124846
brunch,05:30,8032
coffee,05:30,200201
dinner,05:30,124074
lunch,05:30,72708
breakfast,05:45,136736
brunch,05:45,8568
coffee,05:45,214090
dinner,05:45,125655
lunch,05:45,74328
breakfast,06:00,173511
brunch,06:00,11162
coffee,06:00,247410
dinner,06:00,134838
lunch,06:00,85172
breakfast,06:15,176225
brunch,06:15,10344
coffee,06:15,257821
dinner,06:15,131494
lunch,06:15,84758
breakfast,06:30,200357
brunch,06:30,11538
coffee,06:30,293624
dinner,06:30,135955
lunch,06:30,92378
breakfast,06:45,227723
brunch,06:45,12369
coffee,06:45,316881
dinner,06:45,138497
lunch,06:45,99579
breakfast,07:00,279662
brunch,07:00,17041
coffee,07:00,370139
dinner,07:00,151767
lunch,07:00,117118
breakfast,07:15,289405
brunch,07:15,16277
coffee,07:15,381074
dinner,07:15,151380
lunch,07:15,120004
breakfast,07:30,330621
brunch,07:30,18871
coffee,07:30,420822
dinner,07:30,157923
lunch,07:30,133433
breakfast,07:45,360808
brunch,07:45,20950
coffee,07:45,450095
dinner,07:45,161751
lunch,07:45,140606
breakfast,08:00,424259
brunch,08:00,29992
coffee,08:00,509834
dinner,08:00,182801
lunch,08:00,170304
breakfast,08:15,432384
brunch,08:15,27270
coffee,08:15,516827
dinner,08:15,180535
lunch,08:15,170659
breakfast,08:30,464000
brunch,08:30,31104
coffee,08:30,547091
dinner,08:30,190972
lunch,08:30,186638
breakfast,08:45,487559
brunch,08:45,33525
coffee,08:45,567138
dinner,08:45,198580
lunch,08:45,198244
breakfast,09:00,536591
brunch,09:00,47359
coffee,09:00,617782
dinner,09:00,223513
lunch,09:00,238313
breakfast,09:15,536550
brunch,09:15,43647
coffee,09:15,605039
dinner,09:15,221683
lunch,09:15,238814
breakfast,09:30,554954
brunch,09:30,50387
coffee,09:30,622072
dinner,09:30,230848
lunch,09:30,257913
breakfast,09:45,557799
brunch,09:45,52425
coffee,09:45,624842
dinner,09:45,235384
lunch,09:45,271683
breakfast,10:00,577559
brunch,10:00,69975
coffee,10:00,660865
dinner,10:00,258997
lunch,10:00,324710
breakfast,10:15,552424
brunch,10:15,64461
coffee,10:15,629133
dinner,10:15,252045
lunch,10:15,323030
breakfast,10:30,548755
brunch,10:30,73179
coffee,10:30,631965
dinner,10:30,260154
lunch,10:30,357720
breakfast,10:45,526419
brunch,10:45,74143
coffee,10:45,621177
dinner,10:45,262668
lunch,10:45,381865
breakfast,11:00,513957
brunch,11:00,90420
coffee,11:00,631977
dinner,11:00,283397
lunch,11:00,470539
breakfast,11:15,478532
brunch,11:15,82587
coffee,11:15,595914
dinner,11:15,271189
lunch,11:15,465087
breakfast,11:30,465852
brunch,11:30,87087
coffee,11:30,583026
dinner,11:30,281167
lunch,11:30,519246
breakfast,11:45,429912
brunch,11:45,84988
coffee,11:45,569269
dinner,11:45,278307
lunch,11:45,562075
breakfast,12:00,408491
brunch,12:00,93538
coffee,12:00,579890
dinner,12:00,301277
lunch,12:00,684266
breakfast,12:15,373816
brunch,12:15,84770
coffee,12:15,543244
dinner,12:15,283604
lunch,12:15,650721
breakfast,12:30,352560
brunch,12:30,83638
coffee,12:30,538875
dinner,12:30,292636
lunch,12:30,672847
breakfast,12:45,326620
brunch,12:45,79312
coffee,12:45,521446
dinner,12:45,289913
lunch,12:45,669572
breakfast,13:00,316131
brunch,13:00,81502
coffee,13:00,530210
dinner,13:00,308247
lunch,13:00,710491
breakfast,13:15,287287
brunch,13:15,72754
coffee,13:15,497949
dinner,13:15,293032
lunch,13:15,659986
breakfast,13:30,274832
brunch,13:30,70853
coffee,13:30,500252
dinner,13:30,300521
lunch,13:30,639859
breakfast,13:45,258612
brunch,13:45,64932
coffee,13:45,481734
dinner,13:45,296386
lunch,13:45,601767
breakfast,14:00,256268
brunch,14:00,66208
coffee,14:00,496281
dinner,14:00,318476
lunch,14:00,589462
breakfast,14:15,238253
brunch,14:15,58024
coffee,14:15,470339
dinner,14:15,303705
lunch,14:15,535548
breakfast,14:30,232259
brunch,14:30,55378
coffee,14:30,473004
dinner,14:30,313912
lunch,14:30,497133
breakfast,14:45,224565
brunch,14:45,51663
coffee,14:45,464670
dinner,14:45,313746
lunch,14:45,457565
breakfast,15:00,228749
brunch,15:00,53288
coffee,15:00,475942
dinner,15:00,337980
lunch,15:00,435790
breakfast,15:15,216956
brunch,15:15,46244
coffee,15:15,454463
dinner,15:15,328612
lunch,15:15,394983
breakfast,15:30,215215
brunch,15:30,44310
coffee,15:30,453365
dinner,15:30,340270
lunch,15:30,369033
breakfast,15:45,211519
brunch,15:45,41449
coffee,15:45,445027
dinner,15:45,346403
lunch,15:45,340977
breakfast,16:00,215960
brunch,16:00,42698
coffee,16:00,460804
dinner,16:00,379532
lunch,16:00,329905
breakfast,16:15,208592
brunch,16:15,38192
coffee,16:15,440914
dinner,16:15,374230
lunch,16:15,302915
breakfast,16:30,211464
brunch,16:30,36869
coffee,16:30,440657
dinner,16:30,396779
lunch,16:30,290879
breakfast,16:45,203796
brunch,16:45,35387
coffee,16:45,430801
dinner,16:45,411468
lunch,16:45,276265
breakfast,17:00,218232
brunch,17:00,35457
coffee,17:00,443176
dinner,17:00,464162
lunch,17:00,272829
breakfast,17:15,206278
brunch,17:15,32555
coffee,17:15,425733
dinner,17:15,460449
lunch,17:15,253380
breakfast,17:30,204359
brunch,17:30,33033
coffee,17:30,424813
dinner,17:30,492914
lunch,17:30,250309
breakfast,17:45,200382
brunch,17:45,30727
coffee,17:45,412480
dinner,17:45,522833
lunch,17:45,242970
breakfast,18:00,206164
brunch,18:00,32048
coffee,18:00,426170
dinner,18:00,580302
lunch,18:00,244047
breakfast,18:15,201064
brunch,18:15,29233
coffee,18:15,404331
dinner,18:15,586801
lunch,18:15,231899
breakfast,18:30,201957
brunch,18:30,29711
coffee,18:30,409105
dinner,18:30,621340
lunch,18:30,227750
breakfast,18:45,196607
brunch,18:45,28561
coffee,18:45,397362
dinner,18:45,643330
lunch,18:45,225849
breakfast,19:00,202692
brunch,19:00,30181
coffee,19:00,412427
dinner,19:00,681463
lunch,19:00,233203
breakfast,19:15,196171
brunch,19:15,27690
coffee,19:15,398066
dinner,19:15,671612
lunch,19:15,225595
breakfast,19:30,199619
brunch,19:30,28702
coffee,19:30,402356
dinner,19:30,678248
lunch,19:30,229305
breakfast,19:45,197208
brunch,19:45,27882
coffee,19:45,397273
dinner,19:45,673604
lunch,19:45,226411
breakfast,20:00,203574
brunch,20:00,30477
coffee,20:00,417414
dinner,20:00,684194
lunch,20:00,241996
breakfast,20:15,200140
brunch,20:15,28413
coffee,20:15,403856
dinner,20:15,662241
lunch,20:15,240130
breakfast,20:30,202776
brunch,20:30,28490
coffee,20:30,410305
dinner,20:30,655851
lunch,20:30,241939
breakfast,20:45,199672
brunch,20:45,27617
coffee,20:45,406627
dinner,20:45,634164
lunch,20:45,243989
breakfast,21:00,204868
brunch,21:00,28518
coffee,21:00,421423
dinner,21:00,617351
lunch,21:00,253386
breakfast,21:15,202047
brunch,21:15,26198
coffee,21:15,406599
dinner,21:15,584729
lunch,21:15,245903
breakfast,21:30,201274
brunch,21:30,27028
coffee,21:30,407795
dinner,21:30,565948
lunch,21:30,248546
breakfast,21:45,196567
brunch,21:45,25242
coffee,21:45,399370
dinner,21:45,536590
lunch,21:45,243201
breakfast,22:00,202208
brunch,22:00,25303
coffee,22:00,405888
dinner,22:00,514984
lunch,22:00,242707
breakfast,22:15,196802
brunch,22:15,23313
coffee,22:15,387819
dinner,22:15,483864
lunch,22:15,230983
breakfast,22:30,197387
brunch,22:30,23377
coffee,22:30,383477
dinner,22:30,459107
lunch,22:30,223173
breakfast,22:45,189686
brunch,22:45,22057
coffee,22:45,368423
dinner,22:45,433719
lunch,22:45,215071
breakfast,23:00,191986
brunch,23:00,21632
coffee,23:00,368122
dinner,23:00,407311
lunch,23:00,208832
breakfast,23:15,188991
brunch,23:15,19251
coffee,23:15,342991
dinner,23:15,376553
lunch,23:15,192722
breakfast,23:30,182291
brunch,23:30,18529
coffee,23:30,335352
dinner,23:30,354356
lunch,23:30,184794
breakfast,23:45,170061
brunch,23:45,17231
coffee,23:45,313038
dinner,23:45,332406
lunch,23:45,175274
